File,Levenshtein-Dist,Levenshtein-Sim,LCS-Dist,LCS-Sim,Overlap,Jaro-Sim,1-cosine,2-cosine,3-cosine,4-cosine,1-jaccard,2-jaccard,3-jaccard,4-jaccard,1-sorensen_dice,2-sorensen_dice,3-sorensen_dice,4-sorensen_dice,1-qgram,2-qgram,3-qgram,4-qgram
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,396,0.7088235294117646,471,0.8127236580516899,0.9973998959958398,0.8138948027086471,0.9722598330008406,0.842923128697632,0.7308961329272388,0.6256551962199366,0.8181818181818182,0.5876288659793815,0.42857142857142855,0.3533834586466165,0.9,0.7402597402597403,0.6,0.5222222222222223,0.7758620689655172,0.5692307692307692,0.43262411347517726,0.3605442176870748
2024-02-13 16.44 00%20-%20DigitalCam%20Nominal-representations.aird.hepsy,396,0.7088235294117646,471,0.8127236580516899,0.9973998959958398,0.8138948027086471,0.9722598330008406,0.842923128697632,0.7308961329272388,0.6256551962199366,0.8181818181818182,0.5876288659793815,0.42857142857142855,0.3533834586466165,0.9,0.7402597402597403,0.6,0.5222222222222223,0.7758620689655172,0.5692307692307692,0.43262411347517726,0.3605442176870748
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,1722,0.5280898876404494,1992,0.6719367588932806,0.9965165464045782,0.7392743517311268,0.8339560345948446,0.5549302701723352,0.4054312496778454,0.2388580944270461,0.4794520547945205,0.3046875,0.2064516129032258,0.13559322033898305,0.6481481481481481,0.46706586826347307,0.3422459893048128,0.23880597014925373,0.41225626740947074,0.24384236453201968,0.16435185185185186,0.1035242290748899
2024-02-13 16.59 00%20-%20DigitalCam%20Parallel-representations.aird.hepsy,1722,0.5280898876404494,1992,0.6719367588932806,0.9965165464045782,0.7392743517311268,0.8339560345948446,0.5549302701723352,0.4054312496778454,0.2388580944270461,0.4794520547945205,0.3046875,0.2064516129032258,0.13559322033898305,0.6481481481481481,0.46706586826347307,0.3422459893048128,0.23880597014925373,0.41225626740947074,0.24384236453201968,0.16435185185185186,0.1035242290748899
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,1741,0.36920289855072463,1917,0.5211091681239071,0.9984894259818731,0.6889201326212628,0.7578766244238578,0.2489839440423038,0.04403855060505442,0.03967706441494541,0.32894736842105265,0.14685314685314685,0.08333333333333333,0.058823529411764705,0.49504950495049505,0.25609756097560976,0.15384615384615385,0.1111111111111111,0.28,0.10034602076124566,0.04983388704318936,0.039735099337748325
2024-02-13 17.34 01%20-%20FIRFIRGCD-representations.aird.hepsy,1741,0.36920289855072463,1917,0.5211091681239071,0.9984894259818731,0.6889201326212628,0.7578766244238578,0.2489839440423038,0.04403855060505442,0.03967706441494541,0.32894736842105265,0.14685314685314685,0.08333333333333333,0.058823529411764705,0.49504950495049505,0.25609756097560976,0.15384615384615385,0.1111111111111111,0.28,0.10034602076124566,0.04983388704318936,0.039735099337748325
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,692,0.526027397260274,817,0.6774575602052901,0.9843924191750278,0.784239197989295,0.839407168179597,0.520824613613542,0.34873964418915443,0.27555934719528563,0.4918032786885246,0.25471698113207547,0.15384615384615385,0.1103448275862069,0.6593406593406593,0.40601503759398494,0.26666666666666666,0.19875776397515527,0.5070422535211268,0.2544378698224852,0.14754098360655743,0.11229946524064172
2024-02-14 14.40 02%20-%20RT%20App-representations.aird.hepsy,692,0.526027397260274,817,0.6774575602052901,0.9843924191750278,0.784239197989295,0.839407168179597,0.520824613613542,0.34873964418915443,0.27555934719528563,0.4918032786885246,0.25471698113207547,0.15384615384615385,0.1103448275862069,0.6593406593406593,0.40601503759398494,0.26666666666666666,0.19875776397515527,0.5070422535211268,0.2544378698224852,0.14754098360655743,0.11229946524064172
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,728,0.5593220338983051,894,0.6987870619946092,0.9800814848347669,0.7991754443389506,0.788346472535446,0.3860007521235014,0.2206807466690616,0.1568231358408553,0.3888888888888889,0.1953125,0.11538461538461539,0.08045977011494253,0.56,0.32679738562091504,0.20689655172413793,0.14893617021276595,0.4556213017751479,0.20197044334975367,0.11009174311926606,0.08108108108108103
2024-02-14 14.50 03%20-%20RT%20App%20Paper-representations.aird.hepsy,728,0.5593220338983051,894,0.6987870619946092,0.9800814848347669,0.7991754443389506,0.788346472535446,0.3860007521235014,0.2206807466690616,0.1568231358408553,0.3888888888888889,0.1953125,0.11538461538461539,0.08045977011494253,0.56,0.32679738562091504,0.20689655172413793,0.14893617021276595,0.4556213017751479,0.20197044334975367,0.11009174311926606,0.08108108108108103
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,1073,0.3639596917605217,1189,0.5176470588235293,0.9917491749174917,0.6940893731092022,0.5244338544200927,0.200460838356693,0.06441380657511778,0.04607756775840914,0.37735849056603776,0.19318181818181818,0.10576923076923077,0.06896551724137931,0.547945205479452,0.3238095238095238,0.19130434782608696,0.12903225806451613,0.25,0.11538461538461542,0.05789473684210522,0.041884816753926746
2024-02-14 15.04 04%20-%20RT%20App%20Paper%202-representations.aird.hepsy,1073,0.3639596917605217,1189,0.5176470588235293,0.9917491749174917,0.6940893731092022,0.5244338544200927,0.200460838356693,0.06441380657511778,0.04607756775840914,0.37735849056603776,0.19318181818181818,0.10576923076923077,0.06896551724137931,0.547945205479452,0.3238095238095238,0.19130434782608696,0.12903225806451613,0.25,0.11538461538461542,0.05789473684210522,0.041884816753926746
